Word, DocumentID-Frequency of the word
edit, 11-2
edited, 9-5 10-2 11-1 12-1
editing, 9-1 10-6 11-7 12-6
edition, 1-1 9-2 10-4 11-2 12-10 13-2
editions, 4-2 9-5 10-1 11-2 12-5 13-1
editor, 9-1 10-4 11-1 12-8
editorial, 10-5 11-1 12-4
editorials, 10-1
editors, 9-1 10-5 12-3
edmunds, 9-1
eds, 12-1
edu, 12-10
educate, 9-1
education, 5-2 9-21 10-3 12-4
educational, 9-3 10-3 12-1
educations, 3-1
educators, 10-1
edwin, 1-2 9-2 10-1 12-3
eel, 2-1 3-1
eels, 4-1
effect, 1-2 2-1 8-2 9-5 10-2 12-1 13-2 14-1 15-3
effected, 13-1 15-1
effective, 9-3 10-3 11-1
effectively, 9-2 10-1 11-3 12-3
effectiveness, 12-1
effects, 9-8 10-3 11-2 12-2 15-2 16-1
effectual, 13-1
effeminate, 7-1 16-1
efficacy, 16-1
efficient, 11-2 12-1
efficiently, 10-1
effigies, 6-1
effluence, 13-1
effort, 9-8 10-1 11-2 12-8
efforts, 9-3 11-1 12-1
effulgence, 13-1 14-2
effused, 16-1
effusion, 15-1
egan, 11-2
egg, 2-1 6-1 15-1
eggs, 2-5 6-1
egress, 13-1
egypt, 6-1 13-5 14-1 16-4
egyptian, 14-1 15-1
egyptians, 16-1
egypts, 13-1
eh, 3-1
eight, 6-1 8-1 9-1 10-3 11-6
eighteen, 10-1
eighteenth, 9-1 10-3 11-2
eighth, 15-1
eighty, 10-2
eim, 11-5 12-4
eisenhower, 9-1
either, 1-8 2-1 3-1 5-1 6-2 7-2 9-3 10-3 11-8 12-2 13-11 14-6 15-7 16-7
eject, 16-1
eke, 5-1
el, 16-1
elaborate, 10-1 11-1 12-1 15-1
elaborated, 10-1 11-1
elbow, 1-2 3-1
elbows, 2-1
elder, 5-1 8-1
eldest, 5-2 13-2 14-1
eleale, 13-1
elect, 13-3 14-1 16-1
electron, 10-1
electronic, 9-95 10-34 11-80 12-81
electronically, 9-2 10-1 11-2 12-2
electronics, 10-1 11-3
electronifying, 10-1
electrotechnical, 12-1
elegant, 1-1 15-1
elegies, 7-1
element, 9-3 12-1 13-1 15-2
elemental, 15-1
elementary, 9-5 12-1
elements, 9-8 10-3 11-10 12-1 13-4 14-4 16-1
elephant, 14-1
elevate, 13-1
elevates, 15-1
eleven, 6-1
eleventh, 3-1
eliminate, 9-1 11-2
eliminated, 9-1
eliminating, 11-1
elis, 13-1
elixir, 13-1
elli, 9-4 12-6
ellis, 12-1
ellyn, 12-1
elm, 14-1
elocution, 15-1
elops, 16-1
eloquence, 13-1 14-1 15-1
else, 1-4 2-2 3-3 4-2 5-3 6-3 7-2 8-4 9-2 11-3 12-2 13-10 14-7 15-15 16-10
elses, 4-1
elsewhere, 9-1 13-2 16-1
elsie, 3-1
elude, 15-1
eluded, 12-1
elusive, 10-1
elves, 13-1
elysian, 13-1
elysium, 13-1
em, 1-2 2-1 6-1
embalmed, 13-1
embarked, 12-1
embarking, 9-1
embassy, 13-1
embattled, 13-1 14-2 15-2 16-1
embedded, 10-1 12-1
embellished, 13-1
emblazed, 13-1
emblazonry, 13-1
emblem, 14-1
embodied, 13-1
emboldened, 15-1
emboss, 16-1
embossed, 6-1
embowelled, 14-1
embower, 13-1
embrace, 5-1 15-1 16-1
embraced, 15-1
embraces, 13-1 14-3 16-1
embracing, 14-3 15-1 16-1
embrittled, 12-1
embroiled, 13-1
embroils, 13-1
embryon, 13-1 15-1
embryos, 13-1
emendation, 11-1
emerge, 9-1
emerged, 9-5 10-3 11-2
emergence, 9-2 12-2
emergent, 15-1
emerging, 9-1 11-1 12-3
eminence, 13-1 14-2 15-1 16-1
eminent, 13-1 14-3 15-1 16-2
eminently, 15-1
emmet, 15-1
emotional, 11-1
emotionally, 11-1
empedocles, 13-1
emperor, 13-1
emperors, 13-1
emperour, 16-1
emphases, 11-2
emphasis, 4-1 9-6 10-2 11-1 12-2
emphasize, 9-1
emphasized, 9-4 10-3 11-1 12-1
empire, 13-5 14-5 15-3 16-6
empires, 13-1
empirick, 14-1
employ, 7-1 9-1 10-2 12-1 14-1
employd, 7-1
employed, 5-1 9-1 10-3 11-1 13-1 14-3 15-1
employee, 11-2
employer, 11-1
employing, 10-1 12-1
employments, 14-1
employs, 14-1
empowerment, 9-1
empress, 15-2
emprise, 16-1
emptied, 13-1
emptier, 13-1
empties, 13-1
emptiness, 15-1
empty, 1-1 5-1 6-1 8-1 13-1 15-1 16-1
empyreal, 13-4 14-5 15-1 16-1
empyrean, 13-2 15-3 16-1
emulate, 15-1
emulation, 7-1 13-1
emulator, 5-1
emulous, 15-1
enable, 9-1 10-6 12-2
enabled, 12-1
enables, 10-1
enabling, 9-1
enact, 11-1
enacted, 10-2
enamelled, 14-1 15-1
enamoured, 13-1 14-3
encamp, 13-1
encamped, 16-3
encamping, 14-1
enchanting, 16-1
enchantingly, 5-1
enclose, 13-1
enclosed, 13-2 14-2 15-4
enclosure, 14-1 15-1
encode, 9-1 11-3
encoded, 9-3 10-1 11-3
encoding, 9-10 11-25 12-5
encompass, 11-1
encompassd, 13-1
encompassed, 14-1
encounter, 6-2 11-1 13-1
encountered, 10-2 11-3 14-1
encountering, 14-1
encounters, 9-1
encourage, 4-1 5-1 9-1 11-1
encouraged, 3-1 9-1
encouragement, 10-1 11-1
encouraging, 2-2 10-1
encrease, 14-1 16-3
encreased, 16-2
encroached, 13-1
encroaching, 16-1
encroachment, 16-1
encumbrances, 12-1
end, 1-3 2-6 3-3 4-6 5-3 6-3 7-3 8-1 9-20 10-7 11-6 12-7 13-15 14-11 15-15 16-23
endangered, 13-2
endearing, 14-1
endeavors, 9-2
endeavour, 16-1
endeavourd, 13-1
endeavouring, 15-1
ended, 13-7 14-5 15-4 16-9
ending, 2-1 4-1 13-2 14-1
endless, 13-4 14-2 16-3
endorsed, 9-1 11-1
endorsement, 11-1
endow, 15-1
endowed, 14-1 16-1
endowment, 12-3
ends, 6-1 8-1 9-1 11-1 14-1 16-2
endue, 16-1
endued, 13-1 14-2 15-5
endurance, 13-1
endure, 5-2 7-1 13-1 14-3 15-1 16-3
endured, 8-2 13-2 14-3
endures, 15-1
enduring, 9-1
enemies, 5-1 6-1 13-1 14-2 15-1 16-5
enemy, 5-1 6-3 8-1 13-5 14-2 15-6 16-1
energetic, 1-1
energies, 12-1
energy, 11-1
enfeebled, 15-1
enforce, 6-1 11-1
enforced, 16-1
enforcement, 6-1
engage, 8-1 9-1
engaged, 3-1 9-2 10-2 11-2 12-1 14-1 15-1
engaging, 15-1
engenderd, 6-1
engendering, 13-1
engine, 2-1 9-1 13-1 14-1
engineer, 9-1
engineering, 10-6 12-2
engineers, 12-1
enginery, 14-1
engines, 9-1 13-2 14-4
england, 4-1 5-1
english, 1-5 2-1 9-10 11-3 12-5
engrave, 16-1
engraved, 1-1
engraven, 13-1
engravings, 12-1
engrossed, 14-1
enhance, 11-1 12-2
enhanced, 11-2
enhancement, 11-1
enhancements, 10-1 12-3
enhances, 11-1
enhancing, 11-1
enjoined, 15-1 16-2
enjoinest, 14-1
enjoins, 15-1
enjoy, 2-1 8-2 9-1 13-1 14-6 15-4 16-2
enjoyed, 11-1 13-1 15-2
enjoyedst, 16-1
enjoyest, 15-1
enjoying, 13-1 14-1 15-2
enjoyment, 14-1
enjoyments, 15-1
enlarged, 6-1 13-1 14-1
enlarges, 15-1
enlighten, 13-1 14-1 16-1
enlightened, 14-1 15-1
enlightener, 16-1
enlightening, 15-1
enlist, 12-1
enmity, 13-2 15-2 16-3
enna, 14-1
ennobled, 15-1
ennyworth, 4-1
enormous, 2-1 11-1 13-1 14-1 15-1
enough, 1-7 2-6 3-4 4-1 5-3 7-1 8-2 9-1 10-5 11-9 12-3 13-1 14-1 15-4 16-3
enow, 13-1
enrage, 13-1
enraged, 13-2
enrich, 5-1
enriched, 11-1
ensanguined, 16-1
enshrine, 13-1 14-1 16-1
ensign, 13-1 15-1
ensigns, 13-2 14-3
enslaved, 13-1 16-1
ensnared, 14-1
ensue, 5-1 14-4 15-2 16-3
ensued, 14-1 15-1
ensure, 9-1 10-1 11-5 12-1
ensures, 12-2
ensuring, 12-2
entailed, 10-2
entails, 9-1 10-3 11-4
entame, 7-1
entangled, 2-2
enter, 5-12 6-16 7-9 8-17 9-2 10-1 11-2 13-2 14-3 15-1 16-3
entered, 10-1 12-1 13-2 14-2 15-1 16-2
entering, 11-1 14-1 15-1 16-1
enterprise, 5-1 8-1 9-1 13-3
enterprisest, 16-1
enters, 10-2 11-1 14-1
entertain, 7-1 13-1 14-4
entertained, 14-1 16-2
entertainment, 6-1 8-1 9-1 14-1
enthrall, 13-2 16-1
enthralld, 13-1
enthralled, 14-1
enthralment, 16-1
enthroned, 13-1 14-1
enthusiasm, 9-2 10-1
enthusiastic, 9-1 10-1
enticed, 13-1
enticing, 15-1
entire, 9-2 10-4 11-6 12-2 13-4 14-3 15-2 16-2
entirely, 3-1 4-1 9-3 15-1
entirety, 9-1
entities, 10-1
entitle, 16-1
entrails, 13-2 14-3 15-1 16-1
entrance, 3-1 13-1 14-3 15-3 16-3
entranced, 13-1 16-1
entrances, 6-1
entrap, 5-1
entreat, 5-2 8-1
entreated, 5-2
entreaties, 5-1
entreaty, 7-1
entries, 9-5 11-1
entry, 9-1 10-1 11-2
entwined, 14-1
entwining, 16-1
enumeration, 13-1
envenomed, 13-1
envenoms, 6-1
envied, 13-1 15-1
envier, 14-1
envies, 15-2
enviest, 15-1
envious, 5-3 14-1 15-1 16-1
environed, 13-1
environment, 9-19 10-18 11-9 12-15
environments, 9-1 10-2 12-2
environs, 15-1
envision, 9-1 11-1
envisions, 12-1
envy, 6-1 13-5 14-5 15-7 16-1
envying, 15-2
epicycle, 15-1
epidaurus, 15-1
epilepsies, 16-1
epilogue, 8-4
epilogues, 8-1
equal, 5-1 9-1 12-1 13-9 14-16 15-8 16-4
equality, 14-1 15-1 16-1
equalld, 13-1
equalled, 13-4
equally, 5-1 13-1 14-3 16-1
equals, 13-1 14-3
equations, 10-1
equator, 13-1
equinoctial, 13-1 15-1 16-1
equipage, 15-1
equipment, 9-2 10-11 11-5 12-4
equitably, 9-1 12-1
equivalent, 9-1 10-3 11-1 12-2 15-1
era, 11-1
eradicating, 9-1
erase, 11-1
erases, 9-1
ercoco, 16-1
ere, 5-1 6-3 8-1 13-5 14-16 15-13 16-14
erebus, 13-1
erect, 13-1 14-4 15-4 16-1
erected, 13-1
erelong, 16-2
eremites, 13-1
erewhile, 6-1 7-1 13-1 16-1
eric, 9-4 11-1 12-5
err, 13-1 14-3 15-2 16-1
errand, 8-1 13-1 14-1 16-1
errands, 13-2 15-1
erred, 15-1 16-1
errest, 14-1
erring, 6-1 13-1 14-1
erroneous, 14-1 15-1 16-1
errors, 9-2 10-1 11-6
errour, 14-1 15-1 16-1
erst, 7-1 13-2 14-2 15-3 16-1
eruption, 13-1 15-1
erway, 9-8 11-12 12-5
erways, 11-1
esau, 13-1
escapd, 13-1
escape, 1-1 2-1 3-2 13-1 16-1
escaped, 14-3 16-1
escapes, 5-1
especially, 5-1 9-5 10-6 11-3 12-1
espied, 14-1
espoused, 14-2
esq, 1-1
essay, 9-4
essays, 9-1
essence, 10-1 13-3 15-1
essences, 13-1
essential, 11-1 12-1 13-1 14-1
essentially, 9-5 10-1
est, 1-1
establish, 9-1 10-1 12-1
established, 9-3 11-1 12-3 13-1 16-1
establishing, 9-1 10-3 11-1
estate, 5-1 8-1 16-1
esteem, 8-1 14-1 15-3
esteemd, 5-1
estimate, 9-1 12-1
estimated, 10-4
estimates, 9-1 12-1
estimation, 13-1
estotiland, 16-1
estranged, 15-1
etc, 9-4 10-6 11-2 12-2 13-1
etchings, 12-1
eteranl, 13-1
eternal, 13-17 14-12 15-9 16-6
eternity, 13-3 14-1 15-2 16-1
eternize, 14-1 16-1
etext, 9-1 13-8
etexts, 13-2
ethereal, 10-1 13-9 14-6 15-3 16-2
ethereous, 14-1
ethernet, 10-1 12-1
ethiop, 14-1
ethiope, 8-1
ethiopian, 13-1
ethnomusicology, 9-1
etna, 13-1
etrurian, 13-1
euboic, 13-1
euphrasy, 16-1
euphrates, 13-1 16-1
europe, 11-1 16-2
european, 9-1 11-2 12-1
eurus, 16-1
eurynome, 16-1
evade, 16-1
evaded, 14-1
evaluate, 10-2 11-1 12-1
evaluated, 9-1
evaluating, 9-2 11-2
evaluation, 9-15 10-1 11-3 12-9
evaluative, 9-1
evangelize, 16-1
evasion, 13-1
evasions, 16-1
eve, 13-2 14-21 15-42 16-33
even, 1-5 2-3 3-5 4-6 5-3 6-5 7-3 8-8 9-10 10-7 11-18 12-6 13-7 14-7 15-8 16-6
evening, 4-5 13-2 14-11 15-10 16-3
evenings, 14-1
event, 9-2 11-4 13-4 14-2 15-3 16-2
eventful, 6-1
events, 8-1 9-1 14-1
eventually, 9-1 10-5 12-1
ever, 1-12 2-2 3-3 4-3 5-4 6-9 7-7 8-5 9-2 10-1 11-5 13-22 14-9 15-6 16-8
everlasting, 13-3 15-1
every, 1-3 2-6 3-3 4-1 5-4 6-6 7-9 8-4 9-6 10-6 11-12 12-2 13-5 14-8 15-16 16-4
everybody, 1-1 2-1 3-4 4-2 9-2 10-1 12-1
everyone, 9-2 11-5 12-1
everything, 1-5 2-1 3-4 4-2 6-1 10-2 11-7
everythings, 3-2
evidence, 4-7 9-4 11-1 12-1 15-1 16-1
evident, 9-1 15-1
evidently, 3-1
evil, 13-10 14-15 15-23 16-17
evils, 6-2 7-1 13-1 14-1 15-1 16-3
evince, 16-1
evinced, 11-1
evoked, 9-1
evolve, 9-1 10-2
evolves, 10-1
ewe, 15-1
ewes, 6-3 16-1
exact, 1-1 10-2 15-3 16-1
exactly, 1-1 2-3 3-3 4-1 10-1 12-1 15-1
exacts, 16-1
exaggeration, 9-1
exalt, 13-1 14-2 15-1
exaltation, 14-2
exalted, 13-2 14-1 15-1 16-1
examination, 9-3
examine, 4-2 12-5
examined, 9-1 10-1
examines, 7-1 12-1
examining, 3-1
example, 9-32 10-35 11-29 12-8 14-2 15-3 16-3
examples, 9-4 10-4 11-3
exasperate, 13-1
exceed, 9-1 11-1 12-1
exceeded, 5-1 14-1
exceeding, 15-1
excel, 13-1 15-1
excelled, 13-1 14-1 15-1 16-1
excellence, 13-1 14-2 15-2 16-1
excellent, 2-1 3-1 5-3 7-1 8-1 9-1 10-1 15-1 16-1
excelling, 13-1
excels, 13-2 14-1 15-2
except, 1-1 2-1 3-1 4-1 10-3 11-3 12-1 13-4 15-1 16-2
excepted, 6-1 16-1
exceptions, 12-1
excess, 13-5 14-1 15-1 16-2
excessive, 13-2 14-1
excessively, 11-1
exchange, 9-3 10-7 11-2 12-1
exchanges, 9-1
exchanging, 9-1
excite, 13-1 14-1
excited, 9-1
excitement, 9-1
excites, 13-1 15-3
exciting, 9-3 10-1
exclaimed, 3-4 4-2 16-1
exclamation, 3-1
exclude, 10-1 13-1 14-1
excluded, 14-1
excluding, 9-1
exclusion, 12-1 13-1
exclusions, 11-1
exclusive, 15-1
excursion, 13-1 15-1
excuse, 7-2 8-2 14-1 15-1 16-1
excused, 14-1
execrable, 13-1 16-1
execration, 16-1
execute, 3-1 13-3
executed, 1-1 3-2 4-3 11-1
executes, 3-1
executing, 9-1
execution, 3-2 4-1 16-1
executioner, 3-5 7-2
executioners, 3-1
executions, 3-2
executive, 9-1 10-2 11-1 12-4
exemplifies, 12-1
exempt, 5-1 13-2 15-1 16-3
exercise, 9-1 10-1 11-2 12-1 13-1 16-3
exercised, 14-1
exercises, 5-1 10-1
exerting, 11-1
exeunt, 5-6 6-8 7-5 8-7
exhalation, 13-1 16-2
exhalations, 14-2
exhale, 14-1
exhaled, 14-1 15-1
exhaling, 15-1
exhausted, 15-1
exhaustive, 11-1
exhibit, 9-1
exhibits, 9-3 12-1
exhilarating, 15-1
exhorting, 13-1
exile, 5-3 13-2 16-1
exiled, 8-1
exist, 9-9 10-8 11-6 12-3
existence, 1-1 9-1 10-1 11-2 12-2
existing, 9-3 10-2 11-4 12-1
exists, 9-5 10-5 11-4 12-2
exit, 5-5 6-3 7-4 8-4
exits, 6-1
exorbitant, 13-1
exotic, 10-1
expanded, 10-1 12-1 13-1
expanse, 13-1 14-1 15-2
expansion, 11-1 12-1
expatiate, 13-1
expect, 11-1 14-3 15-1 16-4
expectation, 10-1 13-1 14-1 15-1 16-3
expectations, 11-1
expected, 1-1 9-1 10-2 11-5 12-3 14-1 15-1 16-1
expecting, 1-1 2-2 16-2
expects, 10-1
expediently, 6-1
expedite, 9-1 10-1 16-1
expedition, 13-1 14-1 15-1
expeditiously, 11-1
expel, 13-1
expelled, 13-2 15-1
expenses, 11-2
expensive, 9-2 10-1 11-5 12-3
experience, 7-3 9-3 10-8 11-9 12-9 13-1 14-1 15-3
experienced, 9-1 13-1
experiences, 9-1 10-1 11-1
experiment, 3-2 9-2 11-4 12-2 16-1
experimental, 10-1 12-1
experimentation, 10-1
experimented, 9-1 11-2
experiments, 10-3 11-4 12-1
expert, 14-1
expertise, 9-1 10-2 11-1
experts, 9-2 10-1 12-1
expiate, 13-1
expiations, 16-1
expire, 13-1
explain, 1-2 2-2 4-6
explained, 4-1 9-8 10-3 11-2 13-1
explanation, 2-1 4-1 11-1
explanations, 4-1
explanatory, 12-1
explicit, 9-1 11-2
explicitly, 9-1 11-1
exploded, 16-1
exploding, 16-1
exploit, 13-2 16-1
exploits, 14-1 16-1
exploration, 9-1
explore, 9-3 10-1 12-2 13-1 15-1
explored, 12-2
explores, 12-1 13-1 14-1
exploring, 11-1 12-1
explosive, 12-1
exporting, 11-1
expose, 13-1 16-2
exposed, 10-1 13-3 14-1 15-1 16-2
exposes, 13-1
exposing, 10-1
expository, 9-1
express, 7-1 13-2 14-1 15-2 16-2
expressd, 13-1
expressed, 9-4 10-1 11-2 12-1 14-1 15-2 16-2
expresses, 11-1
expressing, 2-1 15-2
expression, 3-1 11-1 13-1 15-1
expressly, 15-1
expulsion, 15-1
expungd, 13-1
extant, 9-1
extend, 11-3 12-2 13-2 14-1 15-1 16-1
extended, 13-4
extending, 12-1
extends, 15-1 16-1
extension, 10-4 11-2
extensions, 11-1
extensive, 9-1 10-4 11-2 12-1
extent, 6-1 9-7 11-3 12-1 15-1 16-1
extents, 9-1
extenuate, 16-1
exteriour, 15-1
extermined, 7-1
external, 9-1 11-3 14-1
extinct, 13-1 15-1
extinguish, 14-1
extinguished, 11-1
extol, 13-2 14-3
extolled, 13-1
extort, 13-1
extra, 3-1 11-1
extracted, 7-1 15-1
extracting, 11-1 14-1
extraordinary, 2-1 3-1 5-1
extrapolate, 10-2
extrapolation, 9-1
extras, 3-1
extravagant, 14-1
extreme, 11-1
extremely, 2-1 3-1 9-8 10-7 11-16 12-1
extremes, 13-3 15-1 16-1
extremest, 5-1
extremity, 7-1 8-1
exult, 7-1
eye, 1-3 2-1 3-1 4-2 5-1 6-4 7-4 8-3 10-1 12-1 13-13 14-14 15-11 16-7
eyeballs, 7-1
eyebrow, 6-1
eyed, 1-1 14-1 16-2
eyelids, 4-1 6-1
eyes, 1-6 2-9 3-6 4-8 5-3 6-4 7-9 8-3 13-13 14-7 15-22 16-15
eyne, 8-1
eyries, 15-1
ezekiel, 13-1
fable, 13-1
fabled, 13-1 15-1 16-1
fables, 13-2 14-1 16-1
fablest, 14-1
fabric, 13-1
fabrick, 15-1 16-1
face, 1-3 2-6 3-3 4-3 5-1 6-2 9-1 11-2 12-1 13-8 14-7 15-8 16-7
faced, 9-3 11-3 12-1
faces, 3-4 4-1 6-1 8-1 9-1 12-1 15-2 16-3
facile, 14-1 15-2
facilitate, 9-2 10-2 11-4 12-1
facilitated, 11-1
facilitates, 11-1
facilities, 9-1 10-2 12-2
facility, 10-2
facing, 12-1
facsimile, 9-3 10-1 11-3 12-1
facsimiles, 9-1 10-3 12-1
fact, 1-2 2-2 3-2 4-2 9-4 10-6 11-7 12-4 13-2 15-2 16-1
faction, 8-1 13-2
factious, 16-2
facto, 10-4 11-2
factor, 10-6 11-1
factors, 9-1 10-13 11-2 12-2
faculties, 14-1 15-1
faculty, 10-1 12-1 14-1
fade, 13-1
faded, 13-3 14-1 15-1
fading, 3-1
faery, 13-1
fail, 6-1 8-1 11-1 13-4 14-2 15-3 16-2
faild, 13-1
failed, 9-1 11-2 13-1 14-1 15-3
failing, 13-2 15-1 16-1
fails, 10-1 12-1 14-1 15-1
failure, 1-1 10-1
fain, 5-1 7-2
faint, 2-1 6-1 10-1 12-1 14-1 15-1 16-2
fainted, 8-1
fainting, 3-1 8-1 13-1
faintly, 4-1
faints, 6-1
fair, 3-1 5-8 6-6 7-4 8-7 10-1 12-2 13-12 14-27 15-33 16-19
fairer, 13-1 14-2 15-1
fairest, 6-2 14-5 15-7 16-1
fairly, 3-1 8-1 9-4 10-5 11-5 12-2
fairy, 1-1
faith, 5-1 7-9 8-8 13-3 14-4 15-8 16-20
faithful, 6-1 8-3 9-3 10-2 13-2 14-7 15-3 16-6
faithfully, 6-1 9-1
faithfulness, 14-1
faithless, 13-1 14-1
falcon, 7-1
fall, 1-5 3-1 4-1 5-5 6-1 7-5 8-2 9-2 10-1 11-2 12-1 13-16 14-10 15-9 16-9
fallacious, 13-1 15-1
fallen, 1-4 7-1 13-9 14-5 15-3 16-5
fallest, 14-1
fallible, 14-1
falling, 1-2 5-1 10-1 13-4 14-3 16-1
falln, 8-1
falls, 7-1 10-1 11-1 13-1 14-2 15-1
false, 6-1 7-1 8-1 13-6 14-5 15-6 16-4
falsehood, 14-1
falsehoods, 9-1
falser, 7-1
falshood, 14-1 16-1
falsities, 13-1
faltering, 13-1 15-1 16-1
fame, 13-4 14-4 16-7
famed, 13-1 16-1
familiar, 10-1 13-2 15-1 16-1
familiarity, 9-1 10-1
familiarly, 1-1
families, 16-1
family, 1-1 9-1 16-1
famine, 13-1 16-4
famish, 16-1
famous, 14-1
fan, 1-10 14-2 16-1
fanatic, 13-1
fancied, 1-2 15-1
fancies, 14-1
fancy, 1-4 3-3 7-2 8-2 14-5 15-4
fancying, 1-1
fang, 5-1
fangled, 7-1
fanned, 2-1 14-1 15-1
fanning, 1-1 14-1
fans, 15-1
fantastical, 7-3
fantasy, 6-1 8-1
far, 1-2 2-4 3-1 4-6 5-1 9-4 10-3 11-5 12-2 13-41 14-27 15-37 16-24
fare, 5-6 7-1 8-1 14-1 15-1 16-2
fares, 13-1 14-1
farewell, 5-1 6-1 7-3 8-1 13-2 14-3
farm, 4-1
farmer, 1-1
farms, 15-1
farther, 2-1
farthest, 13-2 14-1 16-1
fascinated, 9-1
fascinating, 10-1
fashion, 4-2 5-2 6-2 7-1 8-1
fashioned, 15-1
fast, 2-1 3-1 4-2 7-3 10-2 13-6 14-6 15-6 16-9
fastened, 16-1
faster, 2-1 4-2 7-1 9-1 10-4 12-2
fasting, 7-1
fat, 2-1 5-1 6-1 16-2
fatal, 13-5 14-3 15-1 16-4
fate, 13-14 14-1 15-5 16-3
father, 2-5 4-1 5-30 6-3 7-1 8-3 9-1 11-1 13-15 14-14 15-9 16-12
fatherly, 16-1
fathers, 5-8 7-1 8-2 9-1 10-9 12-3 13-4 14-1 16-3
fathom, 7-1 13-1
fault, 5-1 7-5 13-3 16-2
faults, 7-1 16-3
faulty, 16-1
faunus, 14-1
favor, 11-2
favoring, 12-1
favorite, 13-1
favour, 8-2 13-2 14-2 15-3 16-4
favourable, 14-1 16-1
favourd, 7-1
favoured, 1-1 7-1 8-1 13-2
favouredly, 5-1 7-1
favourite, 3-1 15-1
favours, 15-1
fawn, 6-1
fawned, 14-1
fawning, 15-1
fawns, 14-1
fax, 11-1 12-41
fcc, 10-2
fealty, 13-1 15-2
fear, 1-2 2-1 4-1 5-2 6-1 7-1 8-2 9-2 10-1 12-1 13-12 14-14 15-11 16-14
feared, 2-1 9-1 13-4 14-2 15-5 16-2
fearest, 15-1 16-1
fearful, 7-1
fearing, 16-2
fearless, 13-2 14-3 15-3 16-1
fears, 10-1 11-1 13-2 16-2
feasibility, 11-2
feasible, 10-2 11-1 12-1
feast, 6-1 14-1 15-1 16-3
feasts, 6-1 13-1 14-1
feather, 3-1
feathered, 14-1 15-2
feathers, 1-1
feats, 13-1
feature, 7-1 9-2 10-1 11-2 12-1 16-1
features, 7-2 9-6 10-9 11-1 12-4
february, 9-1 13-1
fed, 11-1 13-4 14-3 15-1
federal, 9-2 10-5 11-5
fee, 9-1 10-1
feeble, 2-1 3-1
feebly, 2-1
feed, 5-2 6-6 8-1 13-2 14-1 15-2 16-1
feedback, 9-4 11-1 12-1
feeder, 6-1 9-1 10-1
feedeth, 7-1
feeding, 5-1
feeds, 14-1 15-1
feel, 1-2 2-2 3-3 4-1 5-1 6-1 9-2 10-1 11-1 12-1 13-7 14-3 15-9 16-4
feelest, 16-1
feeling, 1-2 2-1 3-2 4-2 16-1
feelingly, 5-1
feelings, 1-1 2-1 10-1
feels, 7-1 10-1
fees, 9-1
feet, 1-12 2-4 3-2 4-1 6-3 13-6 14-4 15-3 16-5
feign, 7-2
feignd, 15-1
feigned, 13-2 14-3 15-2 16-1
feigning, 6-1 7-1 16-1
fell, 1-5 3-1 5-1 7-1 8-1 11-2 13-17 14-11 15-6 16-10
felled, 14-2
fellow, 2-2 3-1 4-1 5-3 7-3 8-2 15-1
fellows, 3-1 7-1 13-2 14-1
fellowship, 15-2
fellowships, 16-1
fells, 6-1
felon, 14-1
felt, 1-7 2-12 3-2 4-2 9-2 10-2 13-4 14-1 15-5 16-7
female, 8-3 15-5 16-2
feminine, 13-1 15-1 16-1
fence, 14-1
fenced, 8-1 14-2 15-1
fenceless, 16-1
fender, 1-1
fennel, 15-1
fens, 13-1 15-1
fermented, 15-1
ferrets, 1-2
ferry, 13-1
fertile, 10-1 13-1 14-3 15-2
fervent, 14-1
fervently, 15-1
fervid, 14-1 15-1
fesole, 13-1
festivals, 14-1 16-1
fetch, 1-5 3-2 6-1 7-1 15-1
feverous, 16-1
few, 1-4 2-2 4-3 9-4 10-2 11-9 12-4 13-1 14-1 15-1 16-4
fewer, 9-2
fewest, 12-1
fez, 16-1
fiber, 10-1
ficiencies, 10-1
fickle, 13-1 15-1
fidelity, 10-2 11-5 12-2
fidgeted, 4-1
fie, 6-1
field, 1-1 8-1 9-6 10-2 11-3 12-2 13-6 14-10 15-11 16-8
fields, 6-1 9-2 10-1 12-1 13-8 15-3
fiend, 13-13 14-8 15-1 16-3
fiends, 14-1
fierce, 13-12 14-8 15-6 16-8
fiercely, 16-2
fierceness, 15-1
fiercer, 13-1
fiercest, 13-1 14-2
fiery, 13-11 14-10 16-4
fifteen, 1-1 9-1 10-1 11-2 12-2
fifteenth, 4-1
fifth, 1-1 8-1 9-2 15-1
fifty, 8-1 9-1 10-1 11-1
fig, 2-1 15-1
fight, 3-2 8-1 13-2 14-18 15-1 16-4
fighting, 3-1 13-1 14-1
figurative, 9-1
figure, 4-3 7-1 8-1 9-4 10-3 11-3 15-1 16-1
figures, 2-1 11-1 12-1
file, 9-1 10-15 11-8 12-12
files, 9-3 10-17 11-10 12-11 13-1 14-4
filial, 13-1 14-2 15-2 16-1
filing, 10-4
fill, 5-1 13-1 14-4 15-9 16-5
filld, 6-1 13-1
filled, 1-2 4-1 13-8 14-4 15-3 16-3
filling, 8-1
fills, 1-1 10-1 13-1 15-1 16-1
film, 9-3 10-7 11-1 12-3 16-1
filmers, 10-1
filming, 12-1
films, 9-1
filtered, 11-1
filtering, 10-3
filters, 10-1 12-1
filth, 16-1
final, 9-6 10-4 11-3 12-1 13-3 15-2 16-3
finalists, 10-2 12-1
finally, 9-1 10-5 11-3 12-3 13-1
financial, 10-1
